Username,Name,Location,Description,Website,Verified,Followers,Followings,Public member,Likes,Total tweets,Date created,Default theme,Default photo,Tweet's source,Tweet's geotagged,Tweet's retweets,Tweet's likes,Tweet's mentions,Tweet's hashtags,Tweet's link
The_RiotACT,The-Riotact.com,Canberra,Local news and views from Canberra and the surrounding region.,https://t.co/Oc062XC0mX,FALSE,15335,363,174,710,41057,2011-04-29 01:23:09+00:00,TRUE,FALSE,Hootsuite Inc.,,1,2,[],"[{'text': 'COVID', 'indices': [32, 38]}]","[{'url': 'https://t.co/ftxtVM9ms6', 'expanded_url': 'http://ow.ly/L2y150KrMiN', 'display_url': 'ow.ly/L2y150KrMiN', 'indices': [174, 197]}]"
SteppinOutRadio,Steppin' Out Radio,,Steppin' Out Radio is a reality radio show featuring real people sharing their true stories of substance abuse & recovery from all addictions.,https://t.co/sbglKfyYuo,FALSE,657,717,14,219,49133,2011-03-08 05:03:42+00:00,TRUE,FALSE,Revive Social App,,1,1,[],"[{'text': 'soberaf', 'indices': [209, 217]}, {'text': 'recoveryposse', 'indices': [218, 232]}, {'text': 'covid', 'indices': [233, 239]}, {'text': 'odaat', 'indices': [240, 246]}]","[{'url': 'https://t.co/CFHUfU3gkb', 'expanded_url': 'https://is.gd/lcQVDV', 'display_url': 'is.gd/lcQVDV', 'indices': [185, 208]}]"
Chris_McCann19,Chris McCann 🇺🇸,"Denver, CO","If you support Trump, you are NOT a true Christian🙏🇺🇸🌊✝️ The right wing is doing incredible harm to our great nation. Fact.

#VoteBlue to protect America.",,FALSE,870,1106,1,14271,6940,2016-04-21 20:07:33+00:00,FALSE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'RonDeSantis', 'indices': [118, 130]}, {'text': 'Fauci', 'indices': [131, 137]}, {'text': 'florida', 'indices': [138, 146]}, {'text': 'GOP', 'indices': [147, 151]}, {'text': 'Republicans', 'indices': [152, 164]}, {'text': 'COVID19', 'indices': [165, 173]}, {'text': 'Covid', 'indices': [174, 180]}]","[{'url': 'https://t.co/VjWxl765XG', 'expanded_url': 'https://twitter.com/RonFilipkowski/status/1562540815334789121', 'display_url': 'twitter.com/RonFilipkowski…', 'indices': [181, 204]}]"
humanspan,Humanspan,"Bellwether State, USA",Spanning all humans. Life in the beautiful Ozark Mountains. Good ethos. History/Language/Naturalist. Interpretation. Social Outreach.,https://t.co/GdG8wLFs5X,FALSE,386,369,8,10608,16411,2015-06-19 07:06:55+00:00,FALSE,FALSE,Twitter for Android,,0,1,[],"[{'text': 'sarscov2', 'indices': [0, 9]}, {'text': 'covid', 'indices': [10, 16]}]","[{'url': 'https://t.co/YqHBcStWOH', 'expanded_url': 'https://twitter.com/watermelonpunch/status/1562547242846023680', 'display_url': 'twitter.com/watermelonpunc…', 'indices': [167, 190]}]"
WangCandice,Candice❕ 🌪️😷🧼🩸🌬️🚷🔎 °耶穌愛你,good ol' golden state. ℱℴℓℓℴω!,Actor (screen/stage). Influences: Whedon Burton Spielberg Lynch Nolan Aronofsky. Piano player since age 5; sometimes composer. https://t.co/o0KaTBPhtF,https://t.co/53cER10oqL,FALSE,441,989,12,48240,30860,2011-01-01 05:00:38+00:00,FALSE,FALSE,Twitter for Android,,0,0,"[{'screen_name': 'alanasaltz', 'name': 'Alana Saltz', 'id': 240490346, 'id_str': '240490346', 'indices': [1, 12]}]","[{'text': 'DisabilityInclusion', 'indices': [254, 274]}, {'text': 'CARE', 'indices': [275, 280]}, {'text': 'covid', 'indices': [281, 287]}]","[{'url': 'https://t.co/LYG1Lhep45', 'expanded_url': 'https://twitter.com/alanasaltz/status/1562538445847023621', 'display_url': 'twitter.com/alanasaltz/sta…', 'indices': [288, 311]}]"
chrisoldcorn,Christopher Oldcorn,,"Journalist and Opinion Writer @WSOnlineNews
coldcorn@westernstandard.news",https://t.co/2ke2UpjsJU,FALSE,3189,4994,170,8330,152276,2007-09-21 18:02:13+00:00,FALSE,FALSE,Buffer,,1,1,[],"[{'text': 'sask', 'indices': [83, 88]}, {'text': 'news', 'indices': [89, 94]}, {'text': 'canada', 'indices': [95, 102]}, {'text': 'government', 'indices': [103, 114]}, {'text': 'cdnpoli', 'indices': [115, 123]}, {'text': 'saskpoli', 'indices': [124, 133]}, {'text': 'skpoli', 'indices': [134, 141]}, {'text': 'covidsk', 'indices': [142, 150]}, {'text': 'covid19', 'indices': [151, 159]}, {'text': 'covid', 'indices': [160, 166]}, {'text': 'healthcare', 'indices': [167, 178]}, {'text': 'health', 'indices': [179, 186]}, {'text': 'covidvaccine', 'indices': [187, 200]}, {'text': 'children', 'indices': [201, 210]}, {'text': 'vaccinemandates', 'indices': [211, 227]}, {'text': 'vaccination', 'indices': [228, 240]}, {'text': 'kids', 'indices': [241, 246]}]","[{'url': 'https://t.co/IaamSzBjAS', 'expanded_url': 'https://buff.ly/3dJnlFR', 'display_url': 'buff.ly/3dJnlFR', 'indices': [247, 270]}]"
MindOverColor,Teia🚵‍♀️MindOverColor,OR Hills,Long Covid March 2020-2003 Post-virus FMS/CFS. 4xCancer survivor. Writing a book in the garden.🌸👩‍🌾☕️🚴🏼‍♀️ 🇺🇦🌻,https://t.co/Yp2ClF523Z,FALSE,3182,4905,351,10746,46265,2009-04-17 14:28:21+00:00,FALSE,FALSE,Twitter for iPhone,,1,3,"[{'screen_name': 'MeetJess', 'name': 'Jess ™️', 'id': 312412918, 'id_str': '312412918', 'indices': [0, 9]}]","[{'text': 'SARSCoV2', 'indices': [71, 80]}, {'text': 'Covid', 'indices': [92, 98]}]",[]
NationBarbados,NationBarbados,Barbados,"Barbados' leading newspaper. Breaking news alerts and the most discussed stories in Barbados and around the world. Your news, your time, your way.",https://t.co/QoYOxGAOOI,FALSE,28215,466,323,941,86996,2010-02-02 17:35:50+00:00,FALSE,FALSE,Buffer,,1,3,[],"[{'text': 'Barbados', 'indices': [0, 9]}, {'text': 'COVID', 'indices': [69, 75]}, {'text': 'YourNewsYourTimeYourWay', 'indices': [87, 111]}, {'text': 'TheSourceMatters', 'indices': [112, 129]}]",[]
alexmdunne,Alex M. Dunne (he/him) in Seattle,"Seattle, Washington","VP, Experience Solutions @oxygenexp. I'm here to modernize workplace learning & enablement, boost others, promote equality and ❤ photos of your kids & dogs.",https://t.co/6a6eyWOPfk,FALSE,766,572,102,23115,5428,2009-10-13 20:18:54+00:00,FALSE,FALSE,Twitter Web App,,2,1,"[{'screen_name': 'JENGA', 'name': 'JENGA®', 'id': 308787550, 'id_str': '308787550', 'indices': [146, 152]}]","[{'text': 'COVID', 'indices': [36, 42]}, {'text': 'Quarantine', 'indices': [43, 54]}]",[]
es_iode_ai,🔬es/iode🔬,France,"AI from @ethicseido,
I am specialized in scientific research, reports & statistics
I will tweet you my analyses.
#1Hour1CancerScientificStudy",https://t.co/KYX8hIwz0s,FALSE,14,0,1,11,3689,2022-01-26 09:38:08+00:00,TRUE,FALSE,es-iode,,3,2,"[{'screen_name': 'EthicSeido', 'name': 'ETHIC SEIDO', 'id': 1359049936525025280, 'id_str': '1359049936525025280', 'indices': [127, 138]}]","[{'text': 'ScientificResearch', 'indices': [2, 21]}, {'text': 'covid', 'indices': [139, 145]}, {'text': 'science', 'indices': [146, 154]}, {'text': 'health', 'indices': [155, 162]}, {'text': 'medical', 'indices': [163, 171]}, {'text': 'study', 'indices': [172, 178]}, {'text': 'research', 'indices': [179, 188]}, {'text': 'covid19', 'indices': [189, 197]}, {'text': 'SARSCoV2', 'indices': [198, 207]}]","[{'url': 'https://t.co/WIeIoHVtJ7', 'expanded_url': 'https://etcse.fr/4odk', 'display_url': 'etcse.fr/4odk', 'indices': [213, 236]}]"
br00t4c,🌊 Peter Taylor 💙🤓❄️🌎,,#RESIST #PROGRESSIVE #RESISTERS #RESISTANCE #RESISTER #M4A #WOKEAF #BLM #ALLY #EXPANDTHECOURT #LOVE #DEMOCRACY #FBR #FBPE #FBPA #FBRPARTY,,FALSE,4759,5020,4,12187,89417,2020-11-23 16:30:57+00:00,TRUE,FALSE,br00t4c App 01,,1,1,[],"[{'text': 'CELEBRITY', 'indices': [73, 83]}, {'text': 'COVID', 'indices': [84, 90]}]","[{'url': 'https://t.co/Zp838P9Et9', 'expanded_url': 'https://arstechnica.com/?p=1875999', 'display_url': 'arstechnica.com/?p=1875999', 'indices': [92, 115]}]"
BoomerGirl10,Elaine🇺🇸WeThePeople🇺🇸 HonorOur FoundingFathers,"Walnut Creek, CA",🗽🌹Happily retired Grandma 🦋❤️💃🏼Raised in SF 🌁in the 50’s & 60’s💃🏼❤️🤷🏼‍♀️Still a Republican 50+ yrs!🤷🏼‍♀️🇺🇸ProChoice✌️🫶🏻♋️Truth Only Please✌️❤️,,FALSE,193,651,0,2117,3365,2022-01-08 03:02:22+00:00,TRUE,FALSE,Twitter for iPad,,0,1,"[{'screen_name': 'CharlesXHawtrey', 'name': 'Charles Hawtrey', 'id': 1277060641526874112, 'id_str': '1277060641526874112', 'indices': [0, 16]}]","[{'text': 'RepublicanParty', 'indices': [28, 44]}, {'text': 'POTUS45', 'indices': [54, 62]}, {'text': 'USA', 'indices': [186, 190]}, {'text': 'COVID', 'indices': [211, 217]}, {'text': 'Trump', 'indices': [218, 224]}]",[]
MindOverColor,Teia🚵‍♀️MindOverColor,OR Hills,Long Covid March 2020-2003 Post-virus FMS/CFS. 4xCancer survivor. Writing a book in the garden.🌸👩‍🌾☕️🚴🏼‍♀️ 🇺🇦🌻,https://t.co/Yp2ClF523Z,FALSE,3182,4905,351,10746,46265,2009-04-17 14:28:21+00:00,FALSE,FALSE,Twitter for iPhone,,0,10,"[{'screen_name': 'AllysonGrabish', 'name': 'The Raving Redhead', 'id': 21231343, 'id_str': '21231343', 'indices': [0, 15]}, {'screen_name': 'MEwarrior_au', 'name': 'Jacqz🇦🇺🇬🇧🇨🇾🇬🇷🦘#StillMasking😷#ME ☮️🌻🇺🇦', 'id': 994436705514999808, 'id_str': '994436705514999808', 'indices': [16, 29]}, {'screen_name': 'maosbot', 'name': 'Michael A Osborne', 'id': 2601869406, 'id_str': '2601869406', 'indices': [30, 38]}]","[{'text': 'Covid', 'indices': [115, 121]}, {'text': 'LongCovid', 'indices': [126, 136]}, {'text': 'MECFS', 'indices': [140, 146]}]",[]
hornbilltv,HornbillTV,"Dimapur, Nagaland","Watch HornbillTV on AIRTEL 650, GTPL 982, JIOTV, JIOTV APP, CITY CABLE 139, Pentagon Cable, Hornbill Digital Cable. Download on Play Store & AppStore",https://t.co/ESRN5b4oGt,FALSE,3144,39,7,728,5844,2021-01-12 06:37:35+00:00,TRUE,FALSE,Twitter for Android,,3,3,"[{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [53, 65]}, {'screen_name': 'HealthNagaland', 'name': 'HFWNagaland', 'id': 1236484983344320513, 'id_str': '1236484983344320513', 'indices': [66, 81]}]","[{'text': 'covid', 'indices': [264, 270]}, {'text': 'dailyupdate', 'indices': [271, 283]}]","[{'url': 'https://t.co/tvYCLuKSSC', 'expanded_url': 'http://www.hornbilltv.com/national_news/delhi_reports_945_new_covid_19_cases_in_last_24_hrs-4962', 'display_url': 'hornbilltv.com/national_news/…', 'indices': [94, 117]}]"
bot_socal,socal_jobs_bot,"Los Angeles, CA",Your source for hourly job posting in southern California!,,FALSE,25,0,0,0,17625,2020-07-26 04:20:58+00:00,TRUE,FALSE,so_cal_jobs_bot_v2,,2,1,[],"[{'text': 'losangeles', 'indices': [162, 173]}, {'text': 'LA', 'indices': [174, 177]}, {'text': 'covid', 'indices': [178, 184]}, {'text': 'training', 'indices': [185, 194]}, {'text': 'recruiter', 'indices': [195, 205]}, {'text': 'jobalert', 'indices': [206, 215]}]","[{'url': 'https://t.co/u8u8yJbjRd', 'expanded_url': 'https://www.jobs2careers.com/click.php?jid=538f0550796db4ef6d0f0c3ce&ri=971a5bbe4c594adea0c32f60bf4b2a57&job_loc=Los+Angeles%2CCA&q=&spl=qlLXSmNDl5JE0GoM%3A%2BMUzVF7oqvuEgdhOtJDFLg%3D%3D%3AJL3UgM%2BDuq6VMMSRytkAb3ccsOnxJMVk9c853i%2FlsiYtQexPa3qyHXUwHIErNC4a04VSjMSwDg6alGDj2QR2sGz4XvAqSKpRTciu3bFKRoNj6bZ2Be%2Bt7wS1iU9LlQ6vtDEfAcdkqeGyEENCYCE%3D&encrypt=0&l=Los+Angeles%2CCA', 'display_url': 'jobs2careers.com/click.php?jid=…', 'indices': [137, 160]}]"
HCamper22,HappyCamper22,,,,FALSE,269,657,0,17662,9094,2020-09-17 23:03:17+00:00,TRUE,FALSE,Twitter Web App,,0,0,"[{'screen_name': 'AmoneyResists', 'name': 'Andrew Wortman 🏳️\u200d🌈🇺🇸', 'id': 739844197935644672, 'id_str': '739844197935644672', 'indices': [0, 14]}]","[{'text': 'DeSantis', 'indices': [15, 24]}, {'text': 'Covid', 'indices': [82, 88]}]",[]
JoePajak,Dr Joe Pajak 💙 CSci NHS FT Governor,🏳️‍🌈🇪🇺🇬🇧🇵🇱🇮🇪🇺🇦🇮🇹,PhD ⚛️ physical chemistry 🌬Covid is an airborne respiratory virus 🇪🇺 🏳️‍🌈 integrity; diversity; inclusion; lifelong learning; 💙 NHS: health + social care.,https://t.co/1W5DFxR64J,FALSE,14642,12901,143,92103,88398,2009-11-15 11:40:21+00:00,FALSE,FALSE,Twitter for iPad,,10,13,"[{'screen_name': 'mssociety', 'name': 'National MS Society', 'id': 23126875, 'id_str': '23126875', 'indices': [210, 220]}]","[{'text': 'Evusheld', 'indices': [0, 9]}, {'text': 'COVID', 'indices': [154, 160]}]","[{'url': 'https://t.co/IjRzrSQUIp', 'expanded_url': 'https://www.mssociety.org.uk/what-we-do/news/government-delays-decision-access-covid-19-drug-evusheld', 'display_url': 'mssociety.org.uk/what-we-do/new…', 'indices': [223, 246]}]"
manhattanmarxi1,manhattanmarxist,"New York, NY","Member @IYSSE_US, Future educator in college, NYC Educators Rank & File Safety Cmte — Build the International Workers Alliance of #rankandfilecommittees!",https://t.co/ek2agcrHp1,FALSE,627,1265,2,6603,2633,2019-05-28 04:47:27+00:00,FALSE,FALSE,Twitter for iPhone,,3,3,"[{'screen_name': 'BenjaminMateus7', 'name': 'Dr. Benjamin Mateus, MD', 'id': 1254484981684015104, 'id_str': '1254484981684015104', 'indices': [53, 69]}]","[{'text': 'OmicronBA5', 'indices': [41, 52]}, {'text': 'COVID', 'indices': [87, 93]}]","[{'url': 'https://t.co/wyEu1kAXUj', 'expanded_url': 'https://www.wsws.org/en/articles/2022/08/24/eiig-a24.html', 'display_url': 'wsws.org/en/articles/20…', 'indices': [254, 277]}]"
SheanaOchoa,Sheana(Shayna) Ochoa,,"Author, Poet, Latinx she/her Words in @latimes @AlterNet @Salon @CNN @FilmInt @LondonEconomic #BLM #binders Next book: #histfic #disabled by #MECFS",https://t.co/1SN4me2zkY,FALSE,3572,2969,148,5413,16634,2010-09-01 23:26:33+00:00,FALSE,FALSE,Twitter for iPhone,,1,2,[],"[{'text': 'Covid', 'indices': [56, 62]}]",[]
michaelpfost,Michael Pfost 🇺🇸,"Portland, Oregon",Lost my 2 daughters to Vietnam. Advocate for Global Gay Rights. #Vietnam #LGBTQ #Humanrights #Gay #BrooksRunning,,FALSE,112,87,0,351,816,2022-04-28 19:28:37+00:00,TRUE,FALSE,Twitter Web App,,0,0,"[{'screen_name': 'mildanalyst', 'name': 'Pandemic News', 'id': 1416957225105494024, 'id_str': '1416957225105494024', 'indices': [0, 12]}]","[{'text': 'Paxlovid', 'indices': [149, 158]}, {'text': 'Vaccines', 'indices': [198, 207]}, {'text': 'efficacy', 'indices': [217, 226]}, {'text': 'COVID', 'indices': [285, 291]}]",[]
cliffordribner,Clifford Ribner,"Tulsa, Oklahoma","Clifford Ribner holds both a J.D. and an LL.M (in Tax) from New York University School of Law and graduated A.B. Magna Cum Laude, Cornell University",https://t.co/BCI4NCX3OT,FALSE,24,18,1,19,4258,2012-05-16 12:13:46+00:00,FALSE,FALSE,CliffordRibnerWeb,,2,2,[],"[{'text': 'covid', 'indices': [71, 77]}, {'text': 'fauci', 'indices': [78, 84]}, {'text': 'federalgovernment', 'indices': [85, 103]}, {'text': 'mao', 'indices': [104, 108]}]","[{'url': 'https://t.co/QB5itTed6B', 'expanded_url': 'https://cliffordribner.com/?p=339661&wpwautoposter=1661394339', 'display_url': 'cliffordribner.com/?p=339661&wpwa…', 'indices': [109, 132]}]"
JInfo4us,JustInfo4us,,,,FALSE,2464,2643,2,8837,218871,2018-12-30 14:57:27+00:00,TRUE,FALSE,Zapier.com,,1,1,[],"[{'text': 'employment', 'indices': [70, 81]}, {'text': 'jobs', 'indices': [82, 87]}, {'text': 'hiring', 'indices': [88, 95]}, {'text': 'job', 'indices': [96, 100]}, {'text': 'jobsearch', 'indices': [101, 111]}, {'text': 'recruitment', 'indices': [112, 124]}, {'text': 'career', 'indices': [125, 132]}, {'text': 'work', 'indices': [133, 138]}, {'text': 'careers', 'indices': [139, 147]}, {'text': 'recruiting', 'indices': [148, 159]}, {'text': 'nowhiring', 'indices': [160, 170]}, {'text': 'business', 'indices': [171, 180]}, {'text': 'resume', 'indices': [181, 188]}, {'text': 'jobseekers', 'indices': [189, 200]}, {'text': 'hr', 'indices': [201, 204]}, {'text': 'jobhunt', 'indices': [205, 213]}, {'text': 'staffing', 'indices': [214, 223]}, {'text': 'humanresources', 'indices': [224, 239]}, {'text': 'jobopening', 'indices': [240, 251]}, {'text': 'jobseeker', 'indices': [252, 262]}, {'text': 'covid', 'indices': [263, 269]}, {'text': 'recruiter', 'indices': [270, 280]}]","[{'url': 'https://t.co/OBpGzFohIm', 'expanded_url': 'https://zpr.io/YZgLC6nWTsjy', 'display_url': 'zpr.io/YZgLC6nWTsjy', 'indices': [46, 69]}]"
AuEpochTimes,The Epoch Times Australia 🇦🇺,Australia,An independent media company guided by truth and tradition. Bringing you the latest news from Australia and worldwide.,https://t.co/4YNEq7RD8a,FALSE,2704,184,26,3212,16024,2020-07-30 01:53:08+00:00,TRUE,FALSE,Crowdfire App,,1,1,"[{'screen_name': 'EpochTimes', 'name': 'The Epoch Times', 'id': 29097819, 'id_str': '29097819', 'indices': [178, 189]}]","[{'text': 'JillBiden', 'indices': [11, 21]}, {'text': 'COVID', 'indices': [42, 48]}, {'text': 'Paxlovid', 'indices': [102, 111]}]","[{'url': 'https://t.co/wEZOTJSjvS', 'expanded_url': 'https://www.theepochtimes.com/jill-biden-tests-positive-for-covid-19-again-in-rebound-case_4686373.html?utm_source=ref_share&utm_campaign=tw&rs=SHRNRRCV', 'display_url': 'theepochtimes.com/jill-biden-tes…', 'indices': [150, 173]}]"
Th3t1s,Daniel Valverde,"Girona, Catalonia","What makes the desert beautiful,' said the little prince, 'is that somewhere it hides a well...",https://t.co/oGbELYPUtt,FALSE,2375,1685,713,12650,46291,2009-03-11 10:19:47+00:00,FALSE,FALSE,TweeVis,,1,1,[],"[{'text': 'shirt', 'indices': [66, 72]}, {'text': 'Vaccination', 'indices': [73, 85]}, {'text': 'Hooray', 'indices': [86, 93]}, {'text': 'funny', 'indices': [94, 100]}, {'text': 'covid', 'indices': [101, 107]}, {'text': 'Tshirt', 'indices': [108, 115]}, {'text': 'ScienceAndSnark', 'indices': [116, 132]}, {'text': 'EtsyEmail', 'indices': [133, 143]}]","[{'url': 'https://t.co/PvCoUZrDxA', 'expanded_url': 'https://www.etsy.com/listing/914466508/covid-vaccination-shirt-hooray-for-mrna', 'display_url': 'etsy.com/listing/914466…', 'indices': [144, 167]}]"
NewsMedical,News Medical,,The latest medical news from around the world,https://t.co/DRYuFg0WIJ,FALSE,15140,3740,485,550,70811,2009-05-11 07:25:11+00:00,TRUE,FALSE,News Medical,,2,2,"[{'screen_name': 'CIDJournal', 'name': 'Clinical Infectious Diseases', 'id': 1497286856949514245, 'id_str': '1497286856949514245', 'indices': [142, 153]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [154, 161]}]","[{'text': 'Coronavirus', 'indices': [87, 99]}, {'text': 'Disease', 'indices': [100, 108]}, {'text': 'COVID', 'indices': [109, 115]}, {'text': 'HeartDisease', 'indices': [116, 129]}, {'text': 'Cardiology', 'indices': [130, 141]}]","[{'url': 'https://t.co/6vymqubSCc', 'expanded_url': 'https://www.news-medical.net/news/20220824/Severe-COVID-19-increases-risk-of-future-cardiovascular-events.aspx', 'display_url': 'news-medical.net/news/20220824/…', 'indices': [63, 86]}]"
FinneyLawFirm,"Finney Law Firm, LLC","Cincinnati, Ohio","Making a difference for our clients, profession & community, we are #commercial & #realestate #lawfirm serving #OH & #KY #lawyer #titleinsurance #cre #attorney",https://t.co/twBrxqUwiG,FALSE,4461,4867,123,3459,11507,2014-02-26 14:56:29+00:00,FALSE,FALSE,Twitter for iPhone,,3,3,[],"[{'text': 'COVID', 'indices': [199, 205]}, {'text': 'law', 'indices': [216, 220]}]","[{'url': 'https://t.co/MGkRkKDsVJ', 'expanded_url': 'https://www.cleveland.com/education/2022/08/federal-judge-rules-cleveland-states-video-search-of-students-home-during-exam-unconstitutional.html', 'display_url': 'cleveland.com/education/2022…', 'indices': [222, 245]}]"
hunkara,Naim Khan,"Waterloo, Ontario, Canada",Information matters!!,,FALSE,704,1176,67,4196,377325,2009-03-11 17:14:01+00:00,FALSE,FALSE,Twitter for iPhone,,1,1,[],"[{'text': 'Pfizer', 'indices': [7, 14]}, {'text': 'COVID', 'indices': [15, 21]}]","[{'url': 'https://t.co/5IrxyTmjya', 'expanded_url': 'https://www.ctvnews.ca/health/coronavirus/study-pfizer-covid-pill-showed-no-benefit-in-younger-adults-1.6040812', 'display_url': 'ctvnews.ca/health/coronav…', 'indices': [63, 86]}]"
_lydia_p,Lydia,,"PhD Student @ OU | Borderlands History | History of Mexico | Women, Gender, and Sexuality Studies | She/Her/Hers | Views are my own",,FALSE,178,687,1,2228,1030,2020-07-26 14:26:57+00:00,TRUE,FALSE,Twitter for iPhone,,1,3,[],"[{'text': 'covid', 'indices': [42, 48]}, {'text': 'AcademicChatter', 'indices': [49, 65]}]",[]
davidlevinemd,David Levine,"Boston, MA","Internal medicine primary care doc, health innovation researcher, chemistry teacher, bagel connoisseur, environmentalist, steward of health & education for all",,FALSE,812,238,16,1845,576,2012-11-09 00:54:35+00:00,FALSE,FALSE,Twitter Web App,,1,2,"[{'screen_name': 'BrighamDGIM', 'name': ""Brigham and Women's Hospital DGIM"", 'id': 1148612302389645312, 'id_str': '1148612302389645312', 'indices': [155, 167]}, {'screen_name': 'BrighamResearch', 'name': 'BrighamResearch', 'id': 21770677, 'id_str': '21770677', 'indices': [168, 184]}, {'screen_name': 'MassGenBrigham', 'name': 'Mass General Brigham', 'id': 150757875, 'id_str': '150757875', 'indices': [185, 200]}, {'screen_name': 'DBatesSafety', 'name': 'David Bates', 'id': 897067621, 'id_str': '897067621', 'indices': [202, 215]}, {'screen_name': 'LipikaSamalMD', 'name': 'Lipika Samal', 'id': 1227771699665494018, 'id_str': '1227771699665494018', 'indices': [216, 230]}, {'screen_name': 'translatedmed', 'name': 'Jorge A Rodriguez MD', 'id': 2743537602, 'id_str': '2743537602', 'indices': [231, 245]}, {'screen_name': 'WHCOVIDResponse', 'name': 'White House COVID-19 Response Team', 'id': 1352064843432472578, 'id_str': '1352064843432472578', 'indices': [246, 262]}]","[{'text': 'Covid', 'indices': [8, 14]}]","[{'url': 'https://t.co/16hMgJZLNc', 'expanded_url': 'https://bit.ly/3AlnQgT', 'display_url': 'bit.ly/3AlnQgT', 'indices': [131, 154]}]"
